time,open,high,low,close
1261087200,119.181,119.338,118.634,118.728
1261346400,118.728,118.783,117.559,117.685
1261432800,117.685,117.747,117.125,117.2
1261519200,117.2,117.539,116.899,117.079
1261605600,117.079,117.245,116.644,116.691
1261951200,116.691,116.733,116.27,116.408
1262037600,116.408,116.697,116.227,116.633
1262124000,116.633,116.78,116.49,116.685
1262210400,116.685,116.685,115.794,116.154
1262556000,116.154,116.6,115.832,116.518
1262642400,116.518,117.121,116.454,116.963
1262728800,116.963,117.019,116.482,116.669
1262815200,116.669,116.88,116.394,116.626
1262901600,116.626,117.138,116.415,116.615
1263160800,116.615,116.977,116.54,116.801
1263247200,116.801,117.625,116.801,117.529
1263333600,117.529,117.622,117.014,117.03
1263420000,117.03,117.697,117.028,117.443
1263506400,117.443,118.189,117.427,118.014
1263765600,118.014,118.13,117.97,118.076
1263852000,118.076,118.242,117.642,117.858
1263938400,117.858,118.305,117.81,118.13
1264024800,118.13,118.624,117.855,118.574
1264111200,118.574,118.727,118.393,118.515
1264370400,118.515,118.516,118.187,118.387
1264456800,118.387,118.852,118.291,118.501
1264543200,118.501,118.901,118.176,118.191
1264629600,118.191,118.48,117.859,118.462
1264716000,118.462,119.032,117.937,118.938
1264975200,118.938,118.938,118.278,118.401
1265061600,118.401,118.597,118.207,118.515
1265148000,118.515,118.546,118.034,118.064
1265234400,118.064,118.932,118.044,118.759
1265320800,118.759,119.471,118.579,119.25
1265580000,119.25,119.257,118.918,119.231
1265666400,119.231,119.231,118.593,118.639
1265752800,118.639,118.914,118.221,118.345
1265839200,118.345,118.495,117.943,118.239
1265925600,118.239,118.686,118.191,118.542
1266184800,118.542,118.542,118.276,118.447
1266271200,118.447,118.811,118.186,118.7
1266357600,118.7,118.7,117.89,118.03
1266444000,118.03,118.242,117.392,117.47
1266530400,117.47,117.745,117.242,117.615
1266789600,117.615,117.616,117.368,117.518
1266876000,117.518,118.48,117.435,118.384
1266962400,118.384,118.642,118.158,118.389
1267048800,118.389,118.96,118.309,118.894
1267135200,118.894,118.979,118.523,118.756
1267394400,118.756,118.909,118.567,118.781
1267480800,118.781,118.865,118.441,118.847
1267567200,118.847,118.871,118.491,118.819
1267653600,118.819,119.084,118.542,118.885
1267740000,118.885,118.991,118.149,118.43
1267999200,118.43,118.43,118.033,118.108
1268085600,118.108,118.526,118.108,118.38
1268172000,118.38,118.439,117.975,118.114
1268258400,118.114,118.222,117.838,117.975
1268344800,117.975,118.297,117.525,118.152
1268600400,118.152,118.215,117.882,118.147
1268686800,118.147,118.672,117.966,118.56
1268773200,118.56,118.71,118.414,118.579
1268859600,118.579,118.748,118.204,118.235
1268946000,118.235,118.446,117.943,118.096
1269205200,118.096,118.502,118.019,118.437
1269291600,118.437,118.601,118.33,118.377
1269378000,118.377,118.423,116.994,117.04
1269464400,117.04,117.241,116.367,116.806
1269550800,116.806,117.126,116.593,117.078
1269810000,117.078,117.123,116.735,116.946
1269896400,116.946,117.064,116.653,117.028
1269982800,117.028,117.398,116.91,117.22
1270069200,117.22,117.26,116.817,117.003
1270155600,117.003,117.31,116.3,116.316
1270414800,116.316,116.381,115.773,115.961
1270501200,115.961,116.425,115.961,116.279
1270587600,116.279,116.992,116.223,116.976
1270674000,116.976,117.203,116.665,116.711
1270760400,116.711,116.904,116.482,116.856
1271019600,116.856,117.308,116.48,117.149
1271106000,117.149,117.55,117.101,117.31
1271192400,117.31,117.522,117.03,117.062
1271278800,117.062,117.414,116.911,117.317
1271365200,117.317,118.094,117.292,117.902
1271624400,117.902,118.222,117.565,117.581
1271710800,117.581,117.689,117.351,117.49
1271797200,117.49,117.966,117.375,117.902
1271883600,117.902,118.176,117.481,117.544
1271970000,117.544,117.711,117.047,117.232
1272229200,117.232,117.513,117.013,117.321
1272315600,117.321,118.535,117.304,118.377
1272402000,118.377,118.622,117.627,117.751
1272488400,117.751,118.117,117.571,118.085
1272574800,118.085,118.624,117.919,118.559
1272834000,118.559,118.559,118.052,118.223
1272920400,118.223,118.921,118.142,118.823
1273006800,118.823,119.74,118.66,119.36
1273093200,119.36,121.64,118.961,120.415
1273179600,120.415,121.253,119.464,120.308
1273438800,120.308,120.308,118.909,119.406
1273525200,119.406,120.089,119.223,119.629
1273611600,119.629,119.923,119.193,119.255
1273698000,119.255,119.603,118.977,119.603
1273784400,119.603,120.519,119.489,120.155
1274043600,120.155,120.722,119.819,119.881
1274130000,119.881,120.841,119.748,120.794
1274216400,120.794,121.117,120.456,120.577
1274302800,120.577,121.915,120.529,121.709
1274389200,121.709,122.515,121.344,121.461
1274648400,121.461,121.976,121.402,121.767
1274734800,121.767,122.81,121.75,121.973
1274821200,121.973,122.064,121.1,121.709
1274907600,121.709,121.755,120.459,120.506
1274994000,120.506,120.764,120.172,120.606
1275253200,120.606,120.728,120.369,120.586
1275339600,120.586,121.32,120.49,120.939
1275426000,120.939,120.97,120.209,120.272
1275512400,120.272,120.381,119.575,120.171
1275598800,120.171,121.548,120.025,121.406
1275858000,121.406,121.982,121.167,121.888
1275944400,121.888,121.947,121.461,121.629
1276030800,121.629,121.752,121.183,121.638
1276117200,121.638,121.668,120.515,120.562
1276203600,120.562,121.388,120.546,121.215
1276462800,121.215,121.215,120.425,121.005
1276549200,121.005,121.27,120.48,120.59
1276635600,120.59,121.135,120.494,120.865
1276722000,120.865,121.52,120.61,121.377
1276808400,121.377,121.499,121.026,121.103
1277067600,121.103,121.103,120.394,120.956
1277154000,120.956,121.64,120.719,121.546
1277240400,121.546,122.138,121.4,121.9
1277326800,121.9,122.414,121.784,121.83
1277413200,121.83,122.422,121.731,122.137
1277672400,122.137,122.87,122.104,122.823
1277758800,122.823,123.306,122.711,123.239
1277845200,123.239,123.442,122.841,123.295
1277931600,123.295,123.619,123.005,123.084
1278018000,123.084,123.362,122.702,122.904
1278277200,122.904,123.309,122.856,123.198
1278363600,123.198,123.384,122.752,123.283
1278450000,123.283,123.405,122.884,122.9
1278536400,122.9,123.006,122.361,122.547
1278622800,122.547,122.699,122.369,122.462
1278882000,122.462,122.85,122.398,122.487
1278968400,122.487,122.845,122.011,122.057
1279054800,122.057,122.803,121.946,122.74
1279141200,122.74,123.378,122.421,123.109
1279227600,123.109,123.904,123.026,123.808
1279486800,123.808,123.884,123.379,123.535
1279573200,123.535,124.001,123.376,123.544
1279659600,123.544,124.196,123.445,123.991
1279746000,123.991,124.131,123.437,123.592
1279832400,123.592,123.715,123.068,123.115
1280091600,123.115,123.254,122.781,123.125
1280178000,123.125,123.232,122.602,122.663
