time,open,high,low,close
1263333600,12.81009,12.81199,12.69689,12.70129
1263420000,12.70129,12.77709,12.65979,12.66629
1263506400,12.66629,12.735289999999999,12.652989999999999,12.70129
1263765600,12.70129,12.719289999999999,12.64359,12.65009
1263852000,12.65009,12.74009,12.61469,12.63609
1263938400,12.63609,12.781789999999999,12.62979,12.75039
1264024800,12.75039,12.96429,12.68229,12.96019
1264111200,12.96019,13.00929,12.91029,12.92969
1264370400,12.92969,12.93479,12.84639,12.84979
1264456800,12.84979,12.97264,12.79754,12.86699
1264543200,12.86699,13.00329,12.81579,12.95529
1264629600,12.95529,13.08559,12.88479,13.06379
1264716000,13.06379,13.090489999999999,12.93979,13.07229
1264975200,13.07229,13.09119,12.86979,12.87079
1265061600,12.87079,12.91554,12.83879,12.85909
1265148000,12.85909,12.97609,12.828289999999999,12.94559
1265234400,12.94559,13.17064,12.93479,13.16069
1265320800,13.16069,13.25224,13.09809,13.16419
1265580000,13.16419,13.24029,13.10909,13.21009
1265666400,13.21009,13.22899,12.99189,13.00309
1265752800,13.00309,13.13279,12.97529,13.12689
1265839200,13.12689,13.13329,12.92639,12.94209
1265925600,12.94209,13.05529,12.91499,12.93479
1266184800,12.93479,12.96749,12.90979,12.93699
1266271200,12.93699,12.93779,12.83249,12.83939
1266357600,12.83939,12.91109,12.81329,12.86999
1266444000,12.86999,12.90229,12.80564,12.86799
1266530400,12.86799,12.92519,12.78319,12.80504
1266789600,12.80504,12.82329,12.74124,12.80369
1266876000,12.80369,12.93279,12.76949,12.92359
1266962400,12.92359,12.93089,12.79709,12.80079
1267048800,12.80079,12.89214,12.78524,12.80099
1267135200,12.80099,12.81699,12.72959,12.77579
1267394400,12.77579,12.77579,12.72879,12.72879
1267480800,12.72879,12.76049,12.69159,12.72879
1267567200,12.72879,12.73519,12.67829,12.69209
1267653600,12.69209,12.73179,12.68474,12.70749
1267740000,12.70749,12.72254,12.61859,12.63059
1267999200,12.63059,12.69054,12.60049,12.67629
1268085600,12.67629,12.70309,12.61604,12.61709
1268172000,12.61709,12.64049,12.58724,12.59019
1268258400,12.59019,12.63959,12.56029,12.56109
1268344800,12.56109,12.58269,12.52159,12.54074
1268600400,12.54074,12.57979,12.50979,12.54009
1268686800,12.54009,12.55359,12.51009,12.52809
1268773200,12.52809,12.52809,12.43504,12.45399
1268859600,12.45399,12.53754,12.42614,12.51999
1268946000,12.51999,12.60919,12.49379,12.58099
1269205200,12.58099,12.69409,12.53004,12.53189
1269291600,12.53189,12.55879,12.47259,12.47459
1269378000,12.47459,12.59404,12.47459,12.58069
1269464400,12.58069,12.58579,12.47249,12.56129
1269550800,12.56129,12.56449,12.48999,12.49769
1269810000,12.49769,12.49769,12.41219,12.42799
1269896400,12.42799,12.43649,12.35254,12.36599
1269982800,12.36599,12.37329,12.29029,12.36039
1270069200,12.36039,12.37729,12.28814,12.31569
1270155600,12.31569,12.33139,12.27579,12.29859
1270414800,12.29859,12.29859,12.24549,12.24549
1270501200,12.24549,12.28259,12.21079,12.21389
1270587600,12.21389,12.32029,12.19799,12.28959
1270674000,12.28959,12.33649,12.21059,12.21289
1270760400,12.21289,12.23259,12.18179,12.18604
1271019600,12.18604,12.22729,12.15049,12.15369
1271106000,12.15369,12.23619,12.14889,12.17319
1271192400,12.17319,12.21454,12.14159,12.19699
1271278800,12.19699,12.27029,12.15599,12.16279
1271365200,12.16279,12.33109,12.14109,12.26854
1271624400,12.26854,12.35699,12.23329,12.23469
1271710800,12.23469,12.24659,12.19539,12.21639
1271797200,12.21639,12.221589999999999,12.15409,12.175089999999999
1271883600,12.175089999999999,12.27789,12.16689,12.20459
1271970000,12.20459,12.23609,12.1716,12.17404
1272229200,12.17404,12.1926,12.1287,12.1471
1272315600,12.1471,12.39055,12.141,12.375
1272402000,12.375,12.4595,12.275549999999999,12.3372
1272488400,12.3372,12.3593,12.1702,12.201
1272574800,12.201,12.3123,12.16905,12.3058
1272834000,12.3058,12.3108,12.2209,12.2545
1272920400,12.2545,12.549949999999999,12.243,12.5396
1273006800,12.5396,12.7596,12.4885,12.7301
1273093200,12.7301,13.3006,12.6616,12.9921
1273179600,12.9921,13.1143,12.76575,12.8772
1273438800,12.8772,12.8772,12.4491,12.4491
1273525200,12.4491,12.5837,12.4301,12.5057
1273611600,12.5057,12.5555,12.3575,12.36
1273698000,12.36,12.4283,12.316,12.4273
1273784400,12.4273,12.6603,12.3946,12.5847
