time,open,high,low,close,Volume,Volume MA
1776281100,74815,74900,74795,74885,250,195.95
1776281400,74885,75125,74885,75115,622,224.45
1776281700,75090,75450,75090,75310,1164,277.4
1776282000,75300,75315,75180,75230,381,268.3
1776282300,75225,75245,75100,75200,270,271.6
1776282600,75210,75305,75160,75235,419,290.55
1776282900,75245,75255,75135,75160,780,322.35
1776283200,75170,75200,74975,75010,297,331.85
1776283500,75010,75050,74855,74920,234,335.1
1776283800,74910,74920,74750,74815,233,342.45
1776284100,74815,74840,74665,74755,194,350.75
1776284400,74765,74825,74725,74795,90,353.05
1776284700,74780,74940,74685,74930,401,369.5
1776285000,74950,75100,74875,74895,258,372.05
1776285300,74930,74975,74845,74880,132,372.35
1776285600,74810,74940,74790,74915,147,358.05
1776285900,74915,74985,74890,74925,187,330.95
1776286200,74930,75000,74880,74980,178,329.95
1776286500,75010,75065,74970,75010,328,335.7
1776290400,74935,75255,74845,75165,514,353.95
1776290700,75155,75340,75065,75305,336,358.25
1776291000,75290,75310,75200,75235,99,332.1
1776291300,75200,75215,75055,75080,97,278.75
1776291600,75095,75250,75095,75180,164,267.9
1776291900,75175,75220,75115,75170,238,266.3
1776292200,75165,75235,75140,75150,205,255.6
1776292500,75145,75585,75085,75450,740,253.6
1776292800,75450,75475,75200,75200,204,248.95
1776293100,75195,75315,75160,75270,234,248.95
1776293400,75285,75355,75205,75240,62,240.4
1776293700,75225,75225,75030,75130,309,246.15
1776294000,75105,75105,74870,74935,178,250.55
1776294300,74940,75045,74845,74925,267,243.85
1776294600,74930,74955,74815,74880,82,235.05
1776294900,74905,74905,74770,74875,200,238.45
1776295200,74885,74895,74785,74825,196,240.9
1776295500,74810,74890,74800,74875,111,237.1
1776295800,74865,74925,74790,74800,80,232.2
1776296100,74805,74840,74785,74815,22,216.9
1776296400,74765,74800,74725,74795,60,194.2
1776296700,74765,74925,74765,74895,103,182.55
1776297000,74910,74995,74910,74940,68,181
1776297300,74930,74955,74915,74945,23,177.3
1776297600,74960,74975,74780,74780,137,175.95
1776297900,74785,74860,74740,74760,47,166.4
1776298200,74810,74810,74740,74740,49,158.6
1776298500,74740,74780,74675,74725,439,143.55
1776298800,74670,74700,74600,74625,132,139.95
1776299100,74620,74755,74570,74755,203,138.4
1776299400,74785,75050,74775,75005,161,143.35
1776299700,75000,75010,74895,74895,141,134.95
1776300000,74885,75015,74875,74920,286,140.35
1776300300,74900,74925,74825,74850,91,131.55
1776300600,74885,75010,74885,74900,65,130.7
1776300900,74905,74960,74905,74960,17,121.55
1776301200,74935,74935,74775,74825,62,114.85
1776301500,74840,74840,74590,74740,215,120.05
1776301800,74745,74800,74660,74705,75,119.8
1776302100,74715,74785,74650,74785,48,121.1
1776302400,74790,74835,74730,74740,68,121.5
1776302700,74735,74775,74710,74765,30,117.85
1776303000,74770,74780,74715,74770,22,115.55
1776303300,74780,74795,74765,74770,28,115.8
1776303600,74730,74835,74710,74830,55,111.7
1776303900,74810,74830,74780,74800,34,111.05
1776304200,74840,74855,74780,74790,24,109.8
1776304500,74770,74805,74685,74805,119,93.8
1776304800,74795,74895,74785,74825,53,89.85
1776305100,74860,74900,74750,74750,46,82
1776305400,74730,74875,74730,74800,39,75.9
1776305700,74740,74840,74735,74735,60,71.85
1776306000,74805,74915,74805,74865,60,60.55
1776306300,74855,75080,74845,75070,548,83.4
1776306600,75080,75255,75080,75120,237,92
1776306900,75100,75220,75100,75205,98,96.05
1776307200,75225,75395,75225,75385,264,106.15
1776307500,75400,75460,75080,75150,355,113.15
1776307800,75150,75150,74950,75025,252,122
1776308100,75030,75135,75030,75095,162,127.7
1776308400,75030,75175,75030,75165,98,129.2
1776308700,75190,75290,75125,75125,55,130.45
1776309000,75075,75165,75065,75120,80,133.35
1776309300,75135,75250,75135,75250,53,134.6
1776309600,75250,75255,75145,75205,73,135.5
1776309900,75195,75315,75195,75210,111,139.35
1776310200,75190,75210,75105,75130,55,140.9
1776310500,75130,75180,75130,75160,19,135.9
1776310800,75180,75180,75120,75125,34,134.95
1776311100,75110,75140,75075,75105,16,133.45
1776311400,75080,75115,75020,75115,59,134.45
1776311700,75115,75140,75050,75050,31,133
1776312000,75035,75040,74985,75025,61,133.05
1776312300,75035,75175,74995,75070,60,108.65
1776312600,75130,75170,75040,75110,53,99.45
1776312900,75065,75125,75050,75110,47,96.9
1776313200,75120,75145,75040,75040,26,85
1776313500,75055,75065,75050,75060,17,68.1
1776313800,75050,75090,75015,75090,39,57.45
1776314100,75120,75195,75115,75165,50,51.85
1776314400,75190,75310,75165,75255,120,52.95
1776314700,75235,75250,74880,74980,463,73.35
1776315000,75000,75140,75000,75115,102,74.45
1776315300,75085,75150,75080,75115,45,74.05
1776315600,75090,75180,75070,75165,35,72.15
1776315900,75155,75165,75055,75070,48,69
1776316200,75065,75105,75065,75080,5,66.5
1776316500,75090,75155,75090,75155,12,66.15
1776316800,75155,75220,75155,75220,29,65.9
1776317100,75210,75285,75210,75225,62,68.2
1776317400,75240,75295,75215,75255,55,68
1776317700,75280,75295,75210,75280,67,69.8
1776318000,75280,75280,75170,75195,43,68.9
1776318300,75200,75230,75180,75190,68,69.3
1776318600,75190,75230,75165,75215,158,74.55
1776318900,75195,75210,75160,75205,51,74.75
1776319200,75210,75290,75170,75180,70,76.95
1776319500,75180,75275,75160,75270,83,80.25
1776319800,75230,75255,75190,75190,60,81.3
1776320100,75175,75230,75170,75225,19,79.75
1776320400,75225,75225,75135,75205,89,78.2
1776320700,75170,75210,75165,75165,47,57.4
1776321000,75185,75185,75110,75135,44,54.5
1776321300,75135,75170,75110,75140,65,55.5
1776321600,75140,75140,74995,75105,176,62.55
1776321900,75090,75165,75060,75165,52,62.75
1776322200,75165,75190,75115,75140,45,64.75
1776322500,75125,75200,75110,75195,21,65.2
1776322800,75175,75240,75135,75205,59,66.7
1776323100,75165,75175,75090,75120,72,67.2
1776323400,75120,75120,75035,75050,60,67.45
1776323700,75055,75095,75040,75075,84,68.3
1776324000,75060,75080,75040,75040,28,67.55
1776324300,75050,75055,75000,75035,25,65.4
1776324600,75020,75045,74985,75045,22,58.6
1776324900,75035,75035,74970,74970,46,58.35
1776325200,74990,75025,74955,75015,25,56.1
1776325500,74990,74990,74830,74890,274,65.65
1776325800,74910,74910,74775,74785,173,71.3
1776326100,74800,74865,74795,74855,101,75.4
1776326400,74825,74885,74745,74745,86,75.25
1776326700,74730,74775,74655,74660,253,85.55
1776327000,74650,74710,74640,74650,394,103.05
1776327300,74655,74790,74655,74790,56,102.6
1776327600,74795,74860,74795,74830,34,95.5
1776327900,74800,74820,74705,74805,95,97.65
1776328200,74790,74865,74785,74835,85,99.65
1776328500,74820,74825,74755,74785,34,100.3
1776328800,74770,74820,74675,74810,34,99.05
1776329100,74805,74890,74805,74850,76,99.25
1776329400,74855,74855,74795,74825,44,98.45
1776329700,74835,74845,74790,74805,72,97.85
1776330000,74815,74815,74785,74815,7,96.8
1776330300,74860,74860,74810,74855,12,96.15
1776330600,74840,74900,74830,74880,13,95.7
1776330900,74910,74975,74910,74955,20,94.4
1776331200,74990,75015,74975,75010,50,95.65
1776331500,75020,75040,74935,74945,70,85.45
1776331800,74930,74970,74875,74875,82,80.9
1776332100,74880,74940,74875,74895,37,77.7
1776332400,74905,74905,74795,74795,166,81.7
1776332700,74820,74830,74705,74705,54,71.75
1776333000,74710,74765,74710,74750,46,54.35
1776333300,74785,74795,74715,74715,70,55.05
1776333600,74690,74775,74690,74710,46,55.65
1776333900,74715,74715,74530,74680,308,66.3
1776334200,74635,74650,74520,74560,89,66.5
1776334500,74510,74595,74440,74515,111,70.35
1776334800,74490,74590,74470,74590,51,71.2
1776335100,74590,74645,74565,74565,92,72
1776335400,74550,74635,74530,74590,66,73.1
1776335700,74615,74615,74525,74570,23,70.65
1776336000,74585,74585,74485,74485,44,72.5
1776336300,74490,74490,74370,74370,362,90
1776336600,74400,74480,74390,74465,70,92.85
1776336900,74480,74525,74425,74425,127,98.2
1776337200,74435,74475,74395,74475,98,100.6
1776337500,74490,74490,74430,74430,20,98.1
1776337800,74425,74455,74415,74440,34,95.7
1776338100,74440,74465,74405,74410,28,95.25
1776338400,74425,74460,74410,74450,36,88.75
1776338700,74415,74515,74415,74515,31,87.6
1776339000,74520,74595,74455,74550,220,96.3
1776339300,74560,74585,74525,74535,253,105.45
1776339600,74525,74575,74505,74575,82,107.25
1776339900,74565,74630,74565,74615,82,95.95
1776340200,74620,74705,74600,74680,241,103.55
1776340500,74675,74740,74670,74720,68,101.4
1776340800,74710,74890,74710,74875,247,111.2
1776341100,74880,74880,74740,74800,198,116.5
1776341400,74805,75000,74805,74885,324,129.4
1776341700,74890,74950,74835,74900,67,131.6
1776342000,74895,74930,74800,74825,71,132.95
1776342300,74835,74895,74800,74845,215,125.6
1776342600,74800,74880,74800,74830,161,130.15
1776342900,74880,74890,74775,74780,137,130.65
1776343200,74760,74805,74735,74790,171,134.3
1776343500,74780,74790,74720,74735,66,136.6
1776343800,74725,74770,74695,74740,89,139.35
1776344100,74715,74790,74715,74745,78,141.85
1776344400,74725,74815,74725,74770,54,142.75
1776344700,74755,74890,74755,74885,106,146.5
1776345000,74875,74985,74855,74970,140,142.5
1776345300,74965,75085,74940,75065,201,139.9
1776345600,75065,75080,75000,75065,146,143.1
1776345900,75045,75135,75030,75110,229,150.45
1776346200,75125,75155,74865,74945,367,156.75
1776346500,74930,74930,74705,74710,526,179.65
1776346800,74710,74820,74585,74710,1235,229.05
1776347100,74715,74715,74515,74600,422,240.25
1776347400,74580,74580,73445,73495,3264,387.25
1776347700,73490,73870,73130,73870,2367,502.25
1776348000,73845,73850,73640,73785,870,542.2
1776348300,73760,74045,73670,74045,774,570.15
1776348600,74025,74080,73910,73915,523,588.25
1776348900,73905,73985,73570,73670,676,615.2
1776349200,73675,73690,73470,73615,975,655.4
1776349500,73605,73890,73580,73870,336,668.9
1776349800,73860,74065,73845,73995,346,681.75
1776350100,74015,74075,73945,73990,183,687
1776350400,73980,74155,73915,74060,274,698
1776350700,74065,74215,74045,74185,317,708.55
1776351000,74185,74305,74075,74110,356,719.35
1776351300,74125,74125,73930,74065,450,731.8
1776351600,74040,74200,74030,74145,109,729.95
1776351900,74155,74425,74120,74390,280,732.5
1776352200,74405,74560,74360,74445,480,738.15
1776352500,74445,74520,74320,74370,382,730.95
1776352800,74385,74525,74380,74520,489,693.65
1776353100,74555,74555,74300,74320,587,701.9
1776353400,74320,74425,74305,74345,265,551.95
1776353700,74355,75015,74315,74790,1486,507.9
1776354000,74780,74785,74580,74695,402,484.5
1776354300,74685,74830,74595,74630,355,463.55
1776354600,74625,74870,74625,74770,308,452.8
1776354900,74775,74955,74775,74865,294,433.7
1776355200,74865,74970,74855,74915,370,403.45
1776355500,74910,75105,74875,74905,274,400.35
1776355800,74920,75005,74795,74810,130,389.55
1776356100,74815,75015,74815,74965,141,387.45
1776356400,74970,75005,74715,74770,174,382.45
1776356700,74765,74850,74695,74705,192,376.2
1776357000,74720,74790,74400,74440,890,402.9
1776357300,74465,74575,74350,74550,228,391.8
1776357600,74555,74580,74425,74450,91,390.9
1776357900,74495,74520,74395,74450,165,385.15
1776358200,74435,74545,74175,74255,374,379.85
1776358500,74295,74360,74285,74300,56,363.55
1776358800,74285,74305,74155,74270,164,347.3
1776359100,74270,74270,74070,74160,304,333.15
1776359400,74185,74265,74040,74060,223,331.05
1776359700,74040,74225,73990,74180,392,276.35
1776360000,74195,74375,74140,74375,229,267.7
1776360300,74375,74380,74250,74315,117,255.8
1776360600,74360,74430,74340,74340,126,246.7
1776360900,74305,74325,74185,74310,209,242.45
1776361200,74345,74560,74325,74495,320,239.95
1776361500,74490,74545,74435,74545,176,235.05
1776361800,74555,74560,74420,74435,128,234.95
1776362100,74420,74460,74265,74460,300,242.9
1776362400,74455,74630,74450,74510,183,243.35
1776362700,74505,74530,74345,74355,77,237.6
1776363000,74375,74545,74355,74545,127,199.45
1776363300,74535,74600,74485,74600,80,192.05
1776363600,74575,74590,74395,74395,81,191.55
1776363900,74420,74530,74410,74500,37,185.15
1776364200,74505,74575,74485,74575,103,171.6
1776364500,74565,74675,74545,74645,72,172.4
1776364800,74685,74710,74640,74700,55,166.95
1776365100,74735,74905,74710,74790,173,160.4
1776365400,74795,75235,74795,75005,773,187.9
1776365700,75020,75235,75020,75140,295,183.05
1776366000,75175,75220,75065,75065,611,202.15
1776366300,75050,75080,74970,75005,173,204.95
1776366600,75015,75025,74860,74945,252,211.25
1776366900,74965,75065,74900,75060,170,209.3
1776367200,75065,75135,75050,75125,510,218.8
1776367500,75135,75220,75020,75160,279,223.95
1776367800,75155,75335,75120,75165,257,230.4
1776368100,75120,75365,75115,75305,202,225.5
1776368400,75285,75485,75275,75395,730,252.85
1776368700,75380,75485,75365,75415,712,284.6
1776369000,75420,75575,75365,75550,432,299.85
1776369300,75540,75565,75445,75475,446,318.15
1776369600,75480,75675,75430,75480,786,353.4
1776369900,75475,75500,75375,75425,291,366.1
1776370200,75430,75610,75410,75560,137,367.8
1776370500,75540,75560,75420,75425,46,366.5
1776370800,75370,75375,75220,75335,221,374.8
1776371100,75355,75355,75295,75340,62,369.25
1776371400,75345,75345,75180,75210,172,339.2
1776371700,75175,75215,75145,75215,41,326.5
1776372000,75170,75250,75140,75235,95,300.7
1776372300,75210,75335,75200,75285,90,296.55
1776372600,75335,75430,75295,75335,111,289.5
1776372900,75310,75420,75300,75355,214,291.7
1776376800,75085,75260,75060,75170,183,275.35
1776377100,75185,75250,75105,75105,47,263.75
1776377400,75130,75160,75105,75105,37,252.75
1776377700,75120,75120,74980,75005,184,251.85
1776378000,74990,75070,74940,74980,283,229.5
1776378300,74980,75110,74950,75030,196,203.7
1776378600,75055,75080,75010,75070,60,185.1
1776378900,75050,75075,75035,75035,5,163.05
1776379200,75035,75100,75010,75055,86,128.05
1776379500,75040,75080,75035,75065,21,114.55
1776379800,75090,75090,74955,74955,60,110.7
1776380100,74990,75005,74950,75005,59,111.35
1776380400,74965,75090,74960,75090,114,106
1776380700,75110,75160,75110,75135,55,105.65
1776381000,75150,75180,75080,75115,104,102.25
1776381300,75115,75120,75035,75090,54,102.9
1776381600,75135,75270,75120,75265,186,107.45
1776381900,75220,75225,75145,75165,83,107.1
1776382200,75170,75230,75155,75185,71,105.1
1776382500,75180,75315,75165,75315,59,97.35
1776382800,75305,75305,75235,75255,23,89.35
1776383100,75250,75285,75180,75215,44,89.2
1776383400,75205,75240,75170,75210,101,92.4
1776383700,75205,75335,75205,75300,84,87.4
1776384000,75280,75315,75220,75230,83,77.4
1776384300,75200,75200,75080,75110,158,75.5
1776384600,75115,75180,75100,75115,29,73.95
1776384900,75095,75155,75075,75115,55,76.45
1776385200,75100,75130,75005,75005,250,84.65
1776385500,75005,75135,74985,75125,83,87.75
1776385800,75150,75250,75150,75240,126,91.05
1776386100,75200,75200,75095,75145,44,90.3
1776386400,75145,75145,75095,75105,9,85.05
1776386700,75080,75125,75035,75100,217,93.15
1776387000,75105,75140,75055,75100,23,89.1
1776387300,75110,75115,75055,75065,45,88.65
1776387600,75065,75085,75050,75055,26,80.65
1776387900,75060,75180,75060,75135,26,77.8
1776388200,75110,75110,75010,75040,32,75.85
1776388500,75050,75060,75050,75055,10,73.4
1776388800,75050,75050,74740,74790,631,103.8
1776389100,74810,74905,74785,74875,90,106.1
1776389400,74890,74910,74805,74905,56,103.85
1776389700,74895,74915,74865,74915,29,101.1
1776390000,74940,74940,74780,74845,108,102.35
1776390300,74855,74855,74685,74685,60,97.45
1776390600,74705,74750,74655,74690,150,103.5
1776390900,74710,74955,74710,74865,87,105.1
1776391200,74830,74880,74795,74880,156,100.4
1776391500,74905,74905,74760,74775,20,97.25
1776391800,74785,74830,74785,74810,26,92.25
1776392100,74835,74840,74730,74760,27,91.4
1776392400,74720,74770,74720,74770,17,91.8
1776392700,74800,74805,74715,74715,12,81.55
1776393000,74700,74790,74650,74750,87,84.75
1776393300,74790,74870,74785,74865,71,86.05
1776393600,74885,74905,74815,74815,31,86.3
1776393900,74830,74855,74765,74765,35,86.75
1776394200,74780,74795,74755,74785,19,86.1
1776394500,74835,74855,74800,74800,34,87.3
1776394800,74815,74830,74735,74735,11,56.3
1776395100,74740,74790,74735,74745,48,54.2
1776395400,74760,74850,74760,74835,17,52.25
1776395700,74870,74870,74820,74820,9,51.25
1776396000,74835,74840,74800,74840,13,46.5
1776396300,74875,74885,74820,74845,67,46.85
1776396600,74875,74960,74865,74915,56,42.15
1776396900,74915,74990,74910,74930,49,40.25
1776397200,74925,74945,74805,74900,121,38.5
1776397500,74935,74970,74880,74900,62,40.6
1776397800,74890,74890,74770,74770,27,40.65
1776398100,74760,74785,74740,74745,47,41.65
1776398400,74770,74800,74715,74770,138,47.7
1776398700,74825,74825,74795,74800,11,47.65
1776399000,74800,74825,74800,74810,22,44.4
1776399300,74845,74935,74825,74935,18,41.75
1776399600,74930,74940,74875,74900,21,41.25
1776399900,74875,74925,74875,74895,32,41.1
1776400200,74895,74965,74895,74945,33,41.8
1776400500,74990,75010,74950,75005,96,44.9
1776400800,74975,75005,74960,74965,15,45.1
1776401100,74955,74960,74910,74910,33,44.35
1776401400,74905,74995,74905,74975,65,46.75
1776401700,74945,74965,74925,74950,23,47.45
1776402000,74955,74975,74810,74810,107,52.15
1776402300,74840,74840,74730,74730,57,51.65
1776402600,74755,74795,74710,74765,85,53.1
1776402900,74750,74760,74745,74760,9,51.1
1776403200,74855,74875,74855,74860,10,45.55
1776403500,74860,74865,74815,74815,21,43.5
1776403800,74825,74825,74770,74800,29,43.6
1776404100,74835,74835,74785,74785,4,41.45
1776404400,74790,74820,74780,74790,6,34.85
1776404700,74805,74810,74795,74810,3,34.45
1776405000,74850,74850,74850,74850,2,33.45
1776405300,74805,74805,74790,74790,2,32.65
1776405600,74745,74840,74730,74830,37,33.45
1776405900,74850,74925,74790,74790,138,38.75
1776406200,74850,74920,74850,74915,64,40.3
1776406500,74915,74965,74875,74880,44,37.7
1776406800,74920,74965,74920,74940,79,40.9
1776407100,74945,74965,74940,74965,23,40.4
1776407400,74905,74905,74905,74905,1,37.2
1776407700,74970,75010,74905,74955,55,38.8
1776408000,74935,74990,74910,74990,30,34.95
1776408300,74960,75020,74955,75020,41,34.15
1776408600,75030,75085,75030,75085,43,32.05
1776408900,75050,75095,75025,75085,70,35.1
1776409200,75085,75175,75085,75155,43,36.75
1776409500,75160,75250,75135,75240,126,42
1776409800,75220,75240,75150,75175,107,45.9
1776410100,75150,75175,75105,75175,34,47.4
1776410400,75160,75165,75105,75110,44,49.3
1776410700,75105,75120,75100,75100,6,49.45
1776411000,75120,75175,75080,75140,91,53.9
1776411300,75150,75150,75135,75135,23,54.95
1776411600,75100,75170,75085,75170,39,55.05
1776411900,75175,75185,75110,75130,26,49.45
1776412200,75175,75195,75155,75190,10,46.75
1776412500,75170,75230,75105,75230,62,47.65
1776412800,75240,75260,75140,75245,74,47.4
1776413100,75240,75305,75215,75270,120,52.25
1776413400,75200,75250,75185,75215,52,54.8
1776413700,75190,75260,75170,75220,44,54.25
1776414000,75200,75210,75140,75210,21,53.8
1776414300,75215,75305,75210,75295,218,62.65
1776414600,75290,75520,75290,75515,130,67
1776414900,75480,75555,75355,75390,64,66.7
1776415200,75425,75540,75415,75500,90,69.05
1776415500,75485,75865,75430,75725,542,89.85
1776415800,75730,76000,75645,75920,875,128.25
1776416100,75930,76040,75865,75920,713,162.2
1776416400,75945,75950,75805,75860,442,182.1
1776416700,75845,75920,75770,75900,319,197.75
1776417000,75900,76105,75880,76085,326,209.5
1776417300,76080,76120,75860,75940,256,221.15
1776417600,75940,76070,75915,75995,127,225.55
1776417900,76010,76550,76010,76450,895,269
1776418200,76455,76480,75765,75870,815,309.25
1776418500,75880,75920,75660,75790,657,339
1776418800,75785,75945,75780,75900,334,352
1776419100,75905,76015,75820,75905,464,369.2
1776419400,75955,76070,75900,76015,134,373.3
1776419700,75995,76035,75910,75945,75,374.85
1776420000,75930,76040,75840,75955,320,389.8
1776420300,75940,76005,75870,75870,130,385.4
1776420600,75860,75860,75770,75785,111,384.45
1776420900,75770,75865,75750,75845,181,390.3
1776421200,75815,75875,75805,75865,45,388.05
1776421500,75870,75895,75390,75400,990,410.45
1776421800,75420,75475,75240,75440,655,399.45
1776422100,75480,75515,75330,75360,251,376.35
1776422400,75380,75445,75285,75320,118,360.15
1776422700,75315,75420,75230,75395,106,349.5
1776423000,75415,75450,75380,75440,52,335.8
1776423300,75435,75440,75385,75440,44,325.2
1776423600,75415,75505,75380,75475,191,328.4
1776423900,75475,75565,75435,75540,143,290.8
1776424200,75500,75505,75450,75465,22,251.15
1776424500,75495,75630,75495,75580,76,222.1
1776424800,75560,75640,75530,75605,71,208.95
1776425100,75615,75650,75580,75615,27,187.1
1776425400,75635,75735,75635,75725,132,187
1776425700,75715,75725,75635,75640,71,186.8
1776426000,75650,75670,75545,75560,91,175.35
1776426300,75540,75650,75520,75650,89,173.3
1776426600,75640,75770,75640,75735,43,169.9
1776426900,75705,75770,75680,75740,48,163.25
1776427200,75750,75795,75685,75715,116,166.8
1776427500,75745,75785,75725,75785,35,119.05
1776427800,75770,75870,75735,75840,112,91.9
1776428100,75815,75895,75800,75890,84,83.55
1776428400,75875,75955,75815,75955,121,83.7
1776428700,75925,76145,75745,75930,1376,147.2
1776429000,75935,76080,75935,75970,366,162.9
1776429300,75965,75975,75785,75795,142,167.8
1776429600,75815,75920,75800,75910,202,168.35
1776429900,75920,76335,75890,76330,1652,243.8
1776430200,76350,76450,76135,76405,1543,319.85
1776430500,76410,76465,76295,76410,717,351.9
1776430800,76375,76740,76230,76355,1049,400.8
1776431100,76355,76855,76285,76810,1146,456.75
1776431400,76815,77105,76690,77090,847,492.5
1776431700,77105,77165,76855,77025,862,532.05
1776432000,77045,77125,76910,77085,1053,580.15
1776432300,77060,77225,76610,76770,2678,709.6
1776432600,76770,76840,76320,76735,2940,854.45
1776432900,76695,76815,76625,76740,880,896.05
1776433200,76740,77130,76695,77085,1022,941.35
1776433500,77105,77265,76800,77250,1898,1034.5
1776433800,77220,77585,77140,77495,1809,1119.35
1776434100,77500,77630,77345,77570,1848,1207.55
1776434400,77580,77775,77435,77525,1297,1266.35
1776434700,77525,77570,77360,77375,576,1226.35
1776435000,77370,77400,77200,77295,551,1235.6
1776435300,77300,77520,77295,77495,323,1244.65
1776435600,77520,77900,77385,77800,795,1274.3
1776435900,77790,77980,77625,77640,780,1230.7
1776436200,77710,78035,77710,77990,772,1192.15
1776436500,78000,78110,77880,78100,651,1188.85
1776436800,78120,78310,78060,78240,708,1171.8
1776437100,78235,78240,78015,78185,438,1136.4
1776437400,78175,78300,78035,78070,558,1121.95
1776437700,78065,78235,77920,78110,621,1109.9
1776438000,78090,78160,77790,77935,771,1095.8
1776438300,77895,78060,77875,78045,560,989.9
1776438600,78035,78200,78010,78065,268,856.3
1776438900,78055,78225,77990,78080,370,830.8
1776439200,78070,78215,78025,78070,292,794.3
1776439500,78080,78095,77875,77950,806,739.7
1776439800,77960,78005,77835,77985,382,668.35
1776440100,77990,78035,77875,77895,190,585.45
1776440400,77875,77905,77650,77720,497,545.45
1776440700,77760,77890,77695,77695,842,558.75
1776441000,77705,78060,77645,78055,408,551.6
1776441300,78055,78095,77945,77970,215,546.2
1776441600,77950,78160,77895,78120,150,513.95
1776441900,78115,78235,78045,78075,336,491.75
1776442200,78040,78255,78025,78070,281,467.2
1776442500,78075,78200,77990,78185,201,444.7
1776442800,78165,78540,78160,78375,1025,460.55
1776443100,78425,78480,78355,78385,321,454.7
1776443400,78395,78520,78235,78320,283,440.95
1776443700,78320,78480,78270,78375,211,420.45
1776444000,78405,78420,78150,78285,215,392.65
1776444300,78295,78300,78125,78130,275,378.4
1776444600,78125,78170,78030,78045,360,383
1776444900,78050,78060,77945,78035,238,376.4
1776445200,78050,78120,77970,78075,105,367.05
1776445500,78040,78060,77695,77785,557,354.6
1776445800,77770,77795,77520,77675,1141,392.55
1776446100,77675,77780,77655,77715,224,394.25
1776446400,77695,77705,77275,77375,915,415.15
1776446700,77395,77450,77265,77390,355,390.8
1776447000,77400,77715,77400,77605,328,386.8
1776447300,77600,77645,77510,77600,189,385.5
1776447600,77605,77640,77515,77615,224,389.2
1776447900,77615,77835,77615,77735,150,379.9
1776448200,77730,77775,77645,77700,73,369.5
1776448500,77720,77735,77595,77700,117,365.3
1776448800,77670,77725,77475,77490,135,320.8
1776449100,77475,77510,77370,77400,291,319.3
1776449400,77385,77390,77235,77285,460,328.15
1776449700,77300,77480,77280,77365,302,332.7
1776450000,77360,77435,77240,77435,163,330.1
1776450300,77520,77535,77335,77350,97,321.2
1776450600,77375,77445,77295,77440,118,309.1
1776450900,77430,77505,77415,77490,73,300.85
1776451200,77515,77550,77470,77525,130,302.1
1776451500,77550,77560,77415,77425,183,283.4
1776451800,77410,77445,77235,77340,269,239.8
1776452100,77310,77345,77215,77325,175,237.35
1776452400,77310,77420,77270,77280,175,200.35
1776452700,77260,77315,77120,77270,486,206.9
1776453000,77320,77410,77220,77370,146,197.8
1776453300,77380,77525,77375,77450,274,202.05
1776453600,77470,77530,77420,77500,184,200.05
1776453900,77470,77520,77370,77405,202,202.65
1776454200,77410,77550,77410,77470,152,206.6
1776454500,77465,77550,77340,77495,226,212.05
1776454800,77475,77550,77450,77495,211,215.85
1776455100,77490,77515,77365,77515,312,216.9
1776455400,77525,77550,77430,77530,287,208.25
1776455700,77515,77640,77500,77595,966,241.45
1776456000,77595,77780,77520,77780,829,274.75
1776456300,77780,77810,77735,77770,151,277.45
1776456600,77750,77750,77580,77705,278,285.45
1776456900,77720,77725,77655,77675,37,283.65
1776457200,77665,77665,77570,77640,92,281.75
1776457500,77605,77625,77520,77540,120,278.6
1776457800,77540,77585,77350,77405,221,276.2
1776458100,77355,77425,77325,77420,181,276.5
1776458400,77415,77470,77355,77455,107,273.1
1776458700,77405,77495,77375,77495,114,254.5
1776459000,77485,77510,77465,77510,95,251.95
1776459300,77510,77575,77500,77555,411,258.8
1776636000,74655,74655,73860,73930,3011,400.15
1776636300,73945,74315,73810,74240,1931,486.6
1776636600,74265,74285,74075,74090,492,503.6
1776636900,74100,74175,73925,74135,309,507.75
1776637200,74140,74140,73850,74020,787,536.55
1776637500,74060,74155,73910,74050,273,534.6
1776637800,74040,74255,74015,74170,524,546.45
1776638100,74165,74310,74160,74250,374,516.85
1776638400,74260,74290,74215,74260,126,481.7
1776638700,74280,74300,74125,74190,365,492.4
1776639000,74210,74295,74200,74255,123,484.65
1776639300,74290,74350,74130,74140,631,514.35
1776639600,74120,74155,73930,74035,420,530.75
1776639900,74045,74075,73970,74070,116,530.55
1776640200,74070,74155,74020,74135,123,525.65
1776640500,74125,74130,73880,74035,179,525.55
1776640800,74040,74040,73895,73970,97,525.05
1776641100,73955,74045,73935,73985,117,525.2
1776641400,74000,74065,73910,73975,63,523.6
1776641700,73970,74060,73925,73975,99,508
1776642000,73970,73990,73925,73990,203,367.6
1776642300,73965,74030,73915,74030,58,273.95
1776642600,74000,74085,73960,74000,89,253.8
1776642900,74000,74000,73880,73880,32,239.95
1776643200,73880,74300,73780,74185,729,237.05
1776643500,74150,74215,73975,74150,382,242.5
1776643800,74140,74250,74140,74155,190,225.8
1776644100,74150,74320,74150,74240,263,220.25
1776644400,74245,74365,74205,74350,613,244.6
1776644700,74355,74395,74285,74340,432,247.95
1776645000,74320,74395,74300,74325,397,261.65
1776645300,74320,74340,74220,74240,303,245.25
1776645600,74275,74300,74245,74260,97,229.1
1776645900,74275,74365,74275,74350,44,225.5
1776646200,74400,74460,74395,74415,73,223
1776646500,74380,74435,74355,74385,99,219
1776646800,74355,74455,74355,74385,137,221
