time,open,high,low,close,LOC,EMA,EMA Direction (debug),LOC Direction (debug),Bias Direction (debug),Entry Arrow Long,Entry Arrow Short,Invalidated (Long side),Invalidated (Short side)
1658844000,20945,21030,20835,20935,21015,,-1,-1,-1,0,0,0,0
1658847600,20945,20945,20720,20770,21015,,-1,-1,-1,0,0,0,0
1658851200,20735,20930,20730,20930,21015,,-1,-1,-1,0,0,0,0
1658854800,20930,21085,20910,20950,21015,21154.767016586284,-1,-1,-1,0,0,0,0
1658858400,20905,20990,20830,20895,21015,,-1,-1,-1,0,0,0,0
1658862000,20910,20945,20825,20905,21015,,-1,-1,-1,0,0,0,0
1658865600,20920,21000,20820,21000,21015,21103.178011057524,-1,-1,-1,0,0,0,0
1658872800,20955,21130,20955,21100,21015,,-1,-1,-1,0,0,0,0
1658876400,21100,21260,21090,21260,21090,,1,1,1,0,0,0,0
1658880000,21290,21305,21140,21225,21195,,1,1,1,0,0,0,0
1658883600,21215,21220,21150,21150,21195,21118.785340705017,1,1,1,0,0,0,0
1658887200,21150,21215,21110,21205,21150,,1,-1,0,0,0,0,0
1658890800,21190,21190,21060,21060,21150,,-1,-1,-1,0,0,0,0
1658894400,21085,21135,21085,21110,21115,,1,-1,0,0,0,0,0
1658898000,21125,21235,21120,21235,21115,21157.52356047001,1,-1,0,0,0,0,0
1658901600,21255,21285,21190,21275,21210,,1,1,1,0,0,0,0
1658905200,21300,21430,21300,21360,21300,,1,1,1,0,0,0,0
1658908800,21355,21435,21355,21360,21360,,1,1,1,0,0,0,0
1658912400,21340,21345,21285,21285,21345,21200.015706980008,1,-1,0,0,0,0,0
1658916000,21285,21335,21250,21265,21335,,1,-1,0,0,0,0,0
1658919600,21275,21365,21165,21210,21335,,1,-1,0,0,0,0,0
1658923200,21180,21410,21180,21395,21335,,1,-1,0,0,0,0,0
1658926800,21380,21505,21290,21475,21335,21291.677137986673,1,-1,0,0,0,0,0
1658930400,21480,21505,21405,21470,21425,,1,1,1,0,0,0,0
1658934000,21495,21575,21435,21575,21425,,1,1,1,0,0,0,0
1658937600,21545,21740,21490,21555,21540,,1,1,1,1,0,0,0
1658941200,21545,21775,21500,21660,21540,21414.45142532445,1,1,1,0,0,0,0
1658944800,21720,22735,21720,22620,21720,,1,1,1,0,0,0,0
1658948400,22610,23130,22610,22820,22610,,1,1,1,0,0,0,0
1658952000,22825,22885,22695,22810,22610,21879.634283549633,1,1,1,0,0,0,0
1658959200,22845,23000,22710,22955,22610,,1,1,1,0,0,0,0
1658962800,22945,23025,22895,22990,22870,,1,1,1,0,0,0,0
1658966400,23080,23110,22815,22815,22870,,1,1,1,0,0,0,0
1658970000,22815,22855,22795,22840,22820,22199.756189033087,1,-1,0,0,0,0,0
1658973600,22765,23485,22765,23335,22765,,1,-1,0,0,0,0,0
1658977200,23365,23380,23170,23185,23260,,1,1,1,0,0,0,0
1658980800,23220,23225,23125,23125,23225,,1,-1,0,0,0,0,0
1658984400,23110,23260,23110,23260,23225,22553.170792688725,1,-1,0,0,0,0,0
1658988000,23315,23315,23085,23085,23260,,1,1,1,1,0,0,0
1658991600,23070,23085,22970,22970,23085,,1,-1,0,0,0,1,0
1658995200,22950,23090,22935,22975,23005,,1,-1,0,0,0,0,0
1658998800,22950,23030,22900,23030,23005,22712.113861792484,1,-1,0,0,0,0,0
1659002400,23025,23110,22995,23060,23005,,1,-1,0,0,0,0,0
1659006000,23110,23180,23075,23180,23110,,1,1,1,1,0,0,0
1659009600,23145,23245,22630,23060,23110,,1,1,1,0,0,1,0
1659013200,23060,23330,22805,22915,23110,22779.74257452832,1,1,1,0,0,0,0
1659016800,22915,23160,22805,23140,22975,,1,-1,0,0,0,0,0
1659020400,23205,24060,23190,23845,23190,,1,1,1,0,0,0,0
1659024000,23850,24020,23765,23865,23765,,1,1,1,0,0,0,0
1659027600,23875,24205,23840,24095,23765,23218.161716352213,1,1,1,0,0,0,0
1659031200,24115,24115,23865,23950,23765,,1,1,1,0,0,0,0
1659034800,23945,24040,23855,23945,23765,,1,1,1,0,0,0,0
1659038400,23940,24360,23925,24125,23765,23520.44114423481,1,1,1,0,0,0,0
1659045600,24105,24120,23940,24100,23765,,1,1,1,0,0,0,0
1659049200,24030,24030,23880,24005,23765,,1,1,1,0,0,0,0
1659052800,24015,24110,23880,24030,23765,,1,1,1,0,0,0,0
1659056400,24060,24060,23900,23970,23765,23670.29409615654,1,1,1,0,0,0,0
1659060000,23965,24025,23900,23955,23765,,1,1,1,0,0,0,0
1659063600,23940,24085,23940,24085,23765,,1,1,1,0,0,0,0
1659067200,24055,24130,24040,24125,24040,,1,1,1,1,0,0,0
1659070800,24075,24270,24060,24105,24040,23815.19606410436,1,1,1,0,0,0,0
1659074400,24160,24610,24050,24100,24040,,1,1,1,0,0,0,0
1659078000,24105,24145,23980,24095,24040,,1,1,1,0,0,0,0
1659081600,24085,24090,23925,24050,24040,,1,1,1,0,0,0,0
1659085200,24045,24230,23980,24205,24040,23945.130709402907,1,1,1,0,0,0,0
1659088800,24200,24260,24135,24175,24175,,1,1,1,0,0,0,0
1659092400,24165,24165,23700,23865,24165,,1,-1,0,0,0,0,0
1659096000,23820,23860,23590,23660,23860,,-1,-1,-1,0,0,0,0
1659099600,23655,23890,23565,23835,23755,23908.42047293527,-1,-1,-1,0,0,0,0
1659103200,23810,24360,23795,24140,23795,,1,1,1,0,0,0,0
1659106800,24170,24190,23995,24135,24140,,1,1,1,0,0,0,0
1659110400,24125,24125,23725,23970,24140,,1,1,1,0,0,0,0
1659114000,23925,23995,23755,23915,24140,23910.613648623515,1,1,1,0,0,0,0
1659117600,23910,24160,23875,24045,24140,,1,1,1,0,0,0,0
1659121200,24040,24070,23885,24020,24140,,1,1,1,0,0,0,0
1659124800,24010,24095,23945,24095,24140,23972.07576574901,1,1,1,0,0,0,0
1659304800,23700,23730,23295,23385,23730,,-1,-1,-1,0,0,0,0
1659308400,23375,23535,23345,23380,23410,,-1,-1,-1,0,0,0,0
1659312000,23350,23470,23335,23445,23410,,-1,-1,-1,0,0,0,0
1659315600,23445,23520,23405,23510,23410,23818.05051049934,-1,-1,-1,0,0,0,0
1659319200,23490,23520,23455,23500,23410,,-1,-1,-1,0,1,0,0
1659322800,23440,23440,23390,23410,23440,,-1,-1,-1,0,0,0,0
1659326400,23425,23485,23405,23470,23410,,-1,-1,-1,0,0,0,0
1659330000,23445,23465,23375,23375,23445,23670.36700699956,-1,1,0,0,0,0,0
1659333600,23350,23350,23220,23285,23350,,-1,-1,-1,0,1,0,0
1659337200,23310,23415,23160,23395,23285,,-1,-1,-1,0,0,0,0
1659340800,23415,23435,23370,23370,23410,,-1,1,0,0,0,0,0
1659344400,23370,23430,23360,23375,23410,23571.911337999707,-1,1,0,0,0,0,0
1659348000,23375,23375,23040,23085,23410,,-1,1,0,0,0,0,0
1659351600,23105,23330,23020,23295,23190,,-1,-1,-1,0,0,0,0
1659355200,23310,23400,23195,23230,23230,,-1,1,0,0,0,0,0
1659358800,23215,23400,23030,23320,23230,23487.940891999806,-1,1,0,0,0,0,0
1659362400,23315,23600,23240,23495,23240,,-1,1,0,0,0,0,0
1659366000,23530,23565,23360,23420,23240,,-1,1,0,0,0,0,0
1659369600,23405,23430,23230,23285,23240,,-1,1,0,0,0,0,0
1659373200,23260,23260,22920,23025,23260,23333.627261333204,-1,-1,-1,0,0,0,0
1659376800,23015,23070,22900,23025,23070,,-1,-1,-1,0,0,0,0
1659380400,23020,23120,22955,23010,23070,,-1,-1,-1,0,0,0,0
1659384000,23015,23150,22985,23150,23070,23272.418174222137,-1,-1,-1,0,0,0,0
1659391200,23125,23240,23025,23240,23070,,-1,-1,-1,0,0,0,0
1659394800,23290,23460,23285,23360,23285,,1,1,1,0,0,0,0
1659398400,23330,23500,23265,23265,23350,,-1,1,0,0,0,0,0
1659402000,23230,23230,23055,23055,23230,23199.945449481424,-1,-1,-1,0,0,0,0
1659405600,23065,23065,22870,22930,23065,,-1,-1,-1,0,0,0,0
1659409200,22925,22975,22810,22890,22925,,-1,-1,-1,0,0,0,0
1659412800,22880,22920,22770,22895,22925,,-1,-1,-1,0,0,0,0
1659416400,22925,22955,22895,22905,22925,23101.630299654284,-1,-1,-1,0,0,0,0
1659420000,22950,22965,22895,22925,22925,,-1,-1,-1,0,0,0,0
1659423600,22920,22920,22735,22870,22925,,-1,-1,-1,0,0,0,0
1659427200,22905,22940,22835,22865,22870,,-1,-1,-1,0,0,0,0
1659430800,22865,22880,22680,22735,22870,22979.420199769524,-1,-1,-1,0,1,0,0
1659434400,22815,22905,22795,22865,22765,,-1,-1,-1,0,0,0,1
1659438000,22925,23025,22900,22910,22900,,-1,1,0,0,0,0,0
1659441600,22930,22940,22720,22740,22900,,-1,1,0,0,0,0,0
1659445200,22830,22915,22750,22795,22900,22917.946799846348,-1,1,0,0,0,0,0
1659448800,22870,23210,22690,23090,22900,,1,1,1,0,0,0,0
1659452400,23085,23170,22860,23035,22900,,1,1,1,0,0,0,0
1659456000,23055,23515,23035,23410,22900,,1,1,1,1,0,0,0
1659459600,23455,23500,23205,23240,23360,23025.297866564233,1,1,1,0,0,1,0
1659463200,23240,23335,23025,23040,23335,,1,-1,0,0,0,0,0
1659466800,23030,23165,22925,22990,23165,,1,-1,0,0,0,0,0
1659470400,22990,23100,22990,23050,23165,23033.53191104282,1,-1,0,0,0,0,0
1659477600,23125,23190,23060,23150,23165,,1,-1,0,0,0,0,0
1659481200,23180,23205,22960,22960,23165,,-1,-1,-1,0,0,0,0
1659484800,23020,23100,22800,22800,23045,,-1,-1,-1,0,1,0,0
1659488400,22810,22850,22725,22820,22880,22962.35460736188,-1,-1,-1,0,0,0,0
1659492000,22805,22855,22745,22785,22880,,-1,-1,-1,0,0,0,0
1659495600,22840,22910,22835,22835,22880,,-1,-1,-1,0,0,0,0
1659499200,22890,22930,22860,22885,22880,,-1,-1,-1,0,1,0,0
1659502800,22850,23010,22845,22970,22880,22964.903071574587,1,-1,0,0,0,0,1
1659506400,22945,23070,22920,23070,22920,,1,1,1,1,0,0,0
1659510000,23065,23085,23020,23020,23060,,1,1,1,0,0,0,0
1659513600,23065,23345,23065,23340,23055,,1,-1,0,0,0,0,0
1659517200,23355,23460,23340,23455,23340,23128.26871438306,1,1,1,0,0,0,0
1659520800,23470,23545,23425,23485,23395,,1,1,1,0,0,0,0
1659524400,23510,23555,23385,23485,23395,,1,1,1,0,0,0,0
1659528000,23495,23740,23315,23340,23395,,1,1,1,0,0,0,0
1659531600,23335,23460,23255,23400,23380,23218.845809588707,1,-1,0,0,0,0,0
1659535200,23405,23510,23260,23370,23380,,1,-1,0,0,0,0,0
