time,open,high,low,close,LOC,EMA,EMA Direction (debug),LOC Direction (debug),Bias Direction (debug),Entry Arrow Long,Entry Arrow Short,Invalidated (Long side),Invalidated (Short side)
1669388400,16255,16320,16235,16270,16235,,1,1,1,0,0,0,0
1669392000,16265,16300,16230,16260,16235,,1,1,1,0,0,0,0
1669395600,16255,16325,16255,16290,16235,,1,1,1,0,0,0,0
1669399200,16290,16310,16245,16300,16285,16223.911025720065,1,1,1,0,0,0,0
1669590000,16240,16400,16140,16180,16285,,-1,1,0,0,0,0,0
1669593600,16225,16255,16225,16235,16230,,1,-1,0,0,0,0,0
1669597200,16240,16250,15790,15830,16230,,-1,-1,-1,0,0,0,0
1669600800,15830,15840,15675,15750,15840,16065.940683813376,-1,-1,-1,0,0,0,0
1669604400,15750,15840,15750,15810,15840,,-1,-1,-1,0,0,0,0
1669608000,15820,15840,15810,15810,15840,,-1,-1,-1,0,0,0,0
1669611600,15815,15825,15740,15740,15840,,-1,-1,-1,0,1,0,0
1669615200,15750,15795,15750,15785,15790,15972.293789208918,-1,-1,-1,0,0,0,0
1669618800,15800,15830,15780,15830,15785,,-1,1,0,0,0,0,0
1669622400,15825,15875,15815,15840,15815,,-1,1,0,0,0,0,0
1669626000,15850,15865,15805,15850,15840,,-1,1,0,0,0,0,0
1669629600,15855,15865,15825,15860,15840,15934.862526139279,-1,1,0,0,0,0,0
1669633200,15855,15925,15855,15915,15840,,-1,1,0,0,0,0,0
1669636800,15910,15940,15870,15895,15880,,-1,1,0,0,0,0,0
1669640400,15895,15925,15845,15880,15880,,-1,1,0,0,0,0,0
1669644000,15870,16070,15855,15990,15880,15953.241684092853,1,1,1,0,0,0,0
1669647600,16005,16030,15815,15825,15880,,-1,1,0,0,0,0,0
1669651200,15820,16050,15670,15965,15825,,1,-1,0,0,0,0,0
1669654800,16010,16045,15885,15900,15930,,-1,1,0,0,0,0,0
1669658400,15900,15920,15840,15865,15920,15923.827789395235,-1,-1,-1,0,0,0,0
1669662000,15865,15935,15840,15915,15920,,-1,-1,-1,0,0,0,0
1669665600,15925,16000,15895,15995,15895,,1,1,1,0,0,0,0
1669669200,15990,15990,15915,15945,15895,15930.885192930156,1,1,1,0,0,0,0
1669676400,15910,15980,15885,15975,15895,,1,1,1,0,0,0,0
1669680000,15950,15975,15825,15945,15895,,1,1,1,0,0,0,0
1669683600,15950,16090,15940,16040,15895,,1,1,1,0,0,0,0
1669687200,16040,16085,16030,16030,16040,15963.923461953438,1,1,1,0,0,0,0
1669690800,16045,16100,16045,16075,16040,,1,1,1,1,0,0,0
1669694400,16090,16315,16085,16290,16075,,1,1,1,1,0,0,0
1669698000,16290,16395,16290,16350,16290,,1,1,1,0,0,0,0
1669701600,16340,16370,16310,16320,16320,16082.615641302293,1,1,1,0,0,0,0
1669705200,16325,16355,16290,16305,16320,,1,1,1,0,0,0,0
1669708800,16315,16440,16265,16345,16320,,1,1,1,0,0,0,0
1669712400,16345,16360,16315,16360,16325,,1,1,1,0,0,0,0
1669716000,16320,16375,16315,16365,16325,16176.743760868196,1,1,1,0,0,0,0
1669719600,16360,16365,16320,16330,16325,,1,1,1,0,0,0,0
1669723200,16320,16335,16285,16300,16325,,1,1,1,0,0,0,0
1669726800,16310,16310,16175,16200,16310,,1,-1,0,0,0,0,0
1669730400,16220,16250,16050,16085,16250,16146.162507245464,-1,-1,-1,0,1,0,0
1669734000,16075,16210,16055,16130,16250,,-1,-1,-1,0,0,0,1
1669737600,16135,16150,16060,16135,16250,,-1,-1,-1,0,0,0,0
1669741200,16160,16175,16105,16145,16250,,-1,-1,-1,0,1,0,0
1669744800,16135,16185,16100,16175,16250,16155.77500483031,1,-1,0,0,0,0,1
1669748400,16180,16230,16145,16145,16250,,-1,-1,-1,0,0,0,0
1669752000,16155,16265,16150,16255,16250,,1,-1,0,0,0,0,0
1669755600,16270,16270,16180,16180,16250,16163.850003220206,1,-1,0,0,0,0,0
1669762800,16240,16265,16155,16185,16250,,1,-1,0,0,0,0,0
1669766400,16185,16675,16175,16625,16250,,1,-1,0,0,0,0,0
1669770000,16660,16755,16630,16690,16655,,1,1,1,0,0,0,0
1669773600,16700,16915,16700,16795,16655,16374.233335480138,1,1,1,1,0,0,0
1669777200,16815,16820,16675,16675,16795,,1,1,1,0,0,1,0
1669780800,16665,16730,16665,16730,16720,,1,-1,0,0,0,0,0
1669784400,16710,16760,16710,16710,16720,,1,-1,0,0,0,0,0
1669788000,16690,16720,16660,16705,16690,16484.48889032009,1,-1,0,0,0,0,0
1669791600,16715,16760,16715,16725,16715,,1,1,1,0,0,0,0
1669795200,16725,16795,16725,16740,16725,,1,1,1,1,0,0,0
1669798800,16765,16765,16705,16715,16740,,1,1,1,0,0,1,0
1669802400,16725,16750,16710,16710,16730,16559.659260213393,1,-1,0,0,0,0,0
1669806000,16710,16735,16690,16700,16730,,1,-1,0,0,0,0,0
1669809600,16710,16710,16580,16605,16730,,1,-1,0,0,0,0,0
1669813200,16645,16725,16610,16630,16730,,1,-1,0,0,0,0,0
1669816800,16635,16730,16635,16700,16730,16606.43950680893,1,-1,0,0,0,0,0
1669820400,16700,16735,16630,16735,16730,,1,-1,0,0,0,0,0
1669824000,16735,16780,16720,16740,16720,,1,1,1,0,0,0,0
1669827600,16740,16755,16555,16625,16720,,1,1,1,0,0,0,0
1669831200,16620,16865,16555,16850,16625,16687.626337872618,1,-1,0,0,0,0,0
1669834800,16860,17140,16855,17040,16855,,1,1,1,1,0,0,0
1669838400,17060,17095,16985,17085,17025,,1,1,1,0,0,0,0
1669842000,17095,17100,17005,17095,17025,16823.417558581747,1,1,1,0,0,0,0
1669849200,17150,17305,17070,17125,17025,,1,1,1,0,0,0,0
1669852800,17140,17175,17105,17145,17125,,1,1,1,0,0,0,0
1669856400,17145,17150,17080,17085,17125,,1,1,1,0,0,0,0
1669860000,17095,17115,17080,17090,17125,16912.27837238783,1,1,1,0,0,0,0
1669863600,17100,17135,17095,17105,17125,,1,1,1,0,0,0,0
1669867200,17105,17120,17090,17110,17125,,1,1,1,0,0,0,0
1669870800,17100,17105,17020,17055,17125,,1,1,1,0,0,0,0
1669874400,17045,17070,17040,17070,17045,16964.852248258554,1,-1,0,0,0,0,0
1669878000,17045,17055,17000,17010,17045,,1,-1,0,0,0,0,0
1669881600,17000,17030,17000,17030,17010,,1,-1,0,0,0,0,0
1669885200,17035,17035,17005,17020,17010,,1,-1,0,0,0,0,0
1669888800,17025,17030,17005,17005,17010,16978.23483217237,1,-1,0,0,0,0,0
1669892400,17005,17015,16960,17005,17010,,1,-1,0,0,0,0,0
1669896000,17025,17075,17015,17070,17010,,1,-1,0,0,0,0,0
1669899600,17080,17230,16860,16960,17040,,-1,1,0,0,0,0,0
1669903200,16960,17070,16910,17040,16975,16998.823221448245,1,-1,0,0,0,0,0
1669906800,17050,17075,16765,16840,16975,,-1,-1,-1,0,1,0,0
1669910400,16840,16860,16770,16845,16840,,-1,-1,-1,0,0,0,0
1669914000,16830,16860,16785,16845,16840,,-1,-1,-1,0,0,0,0
1669917600,16835,16845,16775,16805,16840,16934.215480965497,-1,-1,-1,0,1,0,0
1669921200,16800,16845,16775,16835,16810,,-1,-1,-1,0,0,0,0
1669924800,16840,16855,16805,16830,16840,,-1,1,0,0,0,0,0
1669928400,16810,16870,16770,16825,16830,16897.810320643664,-1,-1,-1,0,0,0,0
1669935600,16820,16875,16820,16855,16830,,-1,-1,-1,0,0,0,0
1669939200,16875,16925,16860,16925,16830,,-1,-1,-1,0,0,0,0
1669942800,16950,16950,16780,16810,16905,,-1,1,0,0,0,0,0
1669946400,16800,16815,16770,16815,16800,16870.20688042911,-1,-1,-1,0,0,0,0
1669950000,16815,16820,16785,16810,16800,,-1,-1,-1,0,1,0,0
1669953600,16800,16835,16775,16830,16800,,-1,-1,-1,0,0,0,1
1669957200,16835,16850,16830,16850,16830,,-1,1,0,0,0,0,0
1669960800,16840,16865,16835,16865,16845,16868.471253619406,-1,1,0,0,0,0,0
1669964400,16840,16885,16840,16865,16845,,-1,1,0,0,0,0,0
1669968000,16865,16880,16845,16875,16845,,1,1,1,1,0,0,0
1669971600,16880,16880,16880,16880,16845,,1,1,1,0,0,0,0
1669975200,16895,16895,16865,16870,16845,16868.98083574627,1,1,1,0,0,0,0
1669978800,16905,16975,16895,16910,16845,,1,1,1,0,0,0,0
1669982400,16915,16960,16915,16960,16900,,1,1,1,1,0,0,0
1669986000,16975,17055,16140,16780,16900,,-1,1,0,0,0,1,0
1669989600,16775,16890,16735,16840,16830,16859.32055716418,-1,-1,-1,0,0,0,0
1669993200,16840,16925,16825,16905,16830,,1,-1,0,0,0,0,0
1669996800,16890,16890,16835,16885,16830,,1,-1,0,0,0,0,0
1670000400,16880,16925,16880,16885,16830,,1,-1,0,0,0,0,0
1670004000,16900,16930,16895,16900,16830,16872.88037144279,1,-1,0,0,0,0,0
1670007600,16900,16970,16885,16950,16830,,1,-1,0,0,0,0,0
1670011200,16955,17005,16950,16980,16950,,1,1,1,0,0,0,0
1670014800,16975,17020,16930,16945,16950,16896.920247628525,1,1,1,0,0,0,0
1670194800,16985,17200,16985,17050,16950,,1,1,1,0,0,0,0
1670198400,17035,17220,17030,17155,17050,,1,1,1,0,0,0,0
1670202000,17170,17275,17155,17225,17155,,1,1,1,0,0,0,0
1670205600,17255,17415,17215,17220,17230,17004.613498419018,1,1,1,0,0,0,0
1670209200,17220,17265,17170,17170,17230,,1,1,1,0,0,0,0
1670212800,17175,17420,17175,17340,17175,,1,-1,0,0,0,0,0
1670216400,17380,17395,17320,17345,17325,,1,1,1,0,0,0,0
1670220000,17325,17325,17295,17300,17325,17103.07566561268,1,1,1,0,0,0,0
1670223600,17310,17340,17275,17290,17310,,1,-1,0,0,0,0,0
1670227200,17315,17375,17295,17360,17310,,1,-1,0,0,0,0,0
1670230800,17350,17350,17280,17335,17310,,1,-1,0,0,0,0,0
1670234400,17280,17285,17260,17260,17310,17155.38377707512,1,-1,0,0,0,0,0
1670238000,17260,17275,17260,17275,17260,,1,-1,0,0,0,0,0
1670241600,17270,17270,17185,17210,17275,,1,1,1,0,0,0,0
1670245200,17215,17235,17160,17170,17230,,1,-1,0,0,0,0,0
1670248800,17160,17205,17125,17170,17230,17160.255851383412,1,-1,0,0,0,0,0
1670252400,17170,17170,16935,17010,17230,,-1,-1,-1,0,0,0,0
1670256000,17020,17040,16925,16950,17030,,-1,-1,-1,0,0,0,0
1670259600,16950,16995,16910,16950,17030,,-1,-1,-1,0,0,0,0
1670263200,16955,17050,16930,16930,17030,17083.503900922275,-1,-1,-1,0,0,0,0
1670266800,16945,16945,16750,16805,17030,,-1,-1,-1,0,1,0,0
1670270400,16810,16855,16790,16830,16845,,-1,-1,-1,0,0,0,0
1670274000,16835,16895,16825,16875,16845,17014.00260061485,-1,-1,-1,0,0,0,0
1670281200,16870,16885,16845,16860,16860,,-1,1,0,0,0,0,0
1670284800,16860,16955,16860,16940,16860,,-1,1,0,0,0,0,0
1670288400,16950,17015,16945,16955,16945,,-1,1,0,0,0,0,0
1670292000,16950,16985,16940,16955,16945,16994.33506707657,-1,1,0,0,0,0,0
1670295600,16970,16985,16920,16920,16945,,-1,1,0,0,0,0,0
1670299200,16935,16935,16900,16925,16935,,-1,-1,-1,0,0,0,0
1670302800,16920,16920,16885,16900,16935,,-1,-1,-1,0,0,0,0
1670306400,16875,16945,16870,16915,16875,16967.89004471771,-1,-1,-1,0,0,0,0
1670310000,16925,16945,16920,16945,16920,,-1,1,0,0,0,0,0
1670313600,16935,16965,16900,16965,16920,,-1,1,0,0,0,0,0
1670317200,16975,16975,16900,16900,16920,,-1,1,0,0,0,0,0
1670320800,16900,16905,16870,16900,16905,16945.26002981181,-1,-1,-1,0,0,0,0
1670324400,16885,16930,16840,16905,16905,,-1,-1,-1,0,0,0,0
1670328000,16925,16950,16915,16920,16915,,-1,1,0,0,0,0,0
1670331600,16935,16995,16915,16930,16915,,-1,1,0,0,0,0,0
1670335200,16920,17000,16890,16905,16915,16931.84001987454,-1,1,0,0,0,0,0
1670338800,16885,16950,16850,16910,16915,,-1,1,0,0,0,0,0
1670342400,16925,16950,16890,16905,16915,,-1,1,0,0,0,0,0
1670346000,16925,16925,16860,16870,16915,,-1,1,0,0,0,0,0
1670349600,16865,16925,16805,16905,16895,16922.893346583027,-1,-1,-1,0,0,0,0
1670353200,16905,16920,16850,16890,16895,,-1,-1,-1,0,0,0,0
1670356800,16900,16955,16895,16955,16895,,1,-1,0,0,0,0,0
1670360400,16945,16965,16925,16950,16925,16931.928897722017,1,1,1,0,0,0,0
1670367600,16850,17060,16850,17030,16925,,1,1,1,0,0,0,0
1670371200,17035,17095,17015,17020,17015,,1,1,1,0,0,0,0
1670374800,17005,17025,16990,17025,17020,,1,-1,0,0,0,0,0
1670378400,17000,17015,17000,17015,17020,16959.619265148012,1,-1,0,0,0,0,0
1670382000,17010,17010,16970,16980,17020,,1,-1,0,0,0,0,0
1670385600,16980,16990,16970,16970,16990,,1,-1,0,0,0,0,0
1670389200,16950,16950,16925,16945,16950,,1,-1,0,0,0,0,0
1670392800,16955,16955,16890,16905,16950,16941.41284343201,-1,-1,-1,0,0,0,0
1670396400,16905,16905,16635,16670,16905,,-1,-1,-1,0,0,0,0
1670400000,16650,16700,16580,16690,16720,,-1,-1,-1,0,0,0,0
1670403600,16705,16735,16695,16725,16695,,-1,1,0,0,0,0,0
1670407200,16725,16730,16690,16705,16705,16862.608562288005,-1,1,0,0,0,0,0
1670410800,16730,16745,16695,16705,16705,,-1,1,0,0,0,0,0
1670414400,16700,16700,16660,16695,16700,,-1,-1,-1,0,0,0,0
1670418000,16700,16810,16700,16805,16700,,-1,-1,-1,0,0,0,0
1670421600,16800,16875,16750,16765,16790,16830.07237485867,-1,1,0,0,0,0,0
1670425200,16750,16790,16730,16780,16790,,-1,1,0,0,0,0,0
1670428800,16785,16790,16685,16715,16790,,-1,1,0,0,0,0,0
1670432400,16715,16745,16700,16720,16725,,-1,-1,-1,0,0,0,0
1670436000,16720,16755,16690,16690,16725,16783.381583239116,-1,-1,-1,0,0,0,0
1670439600,16690,16735,16685,16720,16710,,-1,-1,-1,0,0,0,0
1670443200,16720,16755,16705,16720,16710,,-1,-1,-1,0,0,0,0
1670446800,16720,16770,16720,16760,16710,16775.58772215941,-1,-1,-1,0,0,0,0
1670454000,16745,16785,16745,16750,16710,,-1,-1,-1,0,0,0,0
1670457600,16760,16810,16725,16725,16710,,-1,-1,-1,0,0,0,0
1670461200,16730,16735,16685,16705,16735,,-1,-1,-1,0,0,0,0
1670464800,16730,16795,16710,16745,16705,16765.39181477294,-1,-1,-1,0,0,0,0
1670468400,16755,16765,16740,16750,16755,,-1,1,0,0,0,0,0
1670472000,16760,16760,16725,16730,16755,,-1,1,0,0,0,0,0
1670475600,16725,16745,16720,16740,16725,,-1,-1,-1,0,0,0,0
1670479200,16735,16745,16725,16725,16735,16751.927876515292,-1,1,0,0,0,0,0
1670482800,16735,16780,16735,16755,16735,,-1,1,0,0,0,0,0
1670486400,16750,16765,16750,16765,16755,,-1,1,0,0,0,0,0
1670490000,16775,16775,16720,16720,16750,,-1,1,0,0,0,0,0
1670493600,16750,16760,16750,16760,16750,16754.618584343527,1,-1,0,0,0,0,0
1670497200,16755,16800,16665,16770,16760,,1,1,1,0,0,0,0
1670500800,16800,16815,16750,16750,16780,,-1,1,0,0,0,0,0
1670504400,16760,16815,16750,16795,16770,,1,-1,0,0,0,0,0
1670508000,16795,16865,16755,16835,16795,16781.412389562352,1,1,1,0,0,0,0
1670511600,16865,16960,16845,16895,16845,,1,1,1,0,0,0,0
1670515200,16905,16950,16890,16935,16880,,1,1,1,0,0,0,0
1670518800,16935,16965,16920,16960,16880,,1,1,1,0,0,0,0
1670522400,16970,17300,16960,17255,16880,16939.274926374903,1,1,1,0,0,0,0
1670526000,17275,17300,17190,17260,17190,,1,1,1,0,0,0,0
1670529600,17265,17300,17140,17210,17190,,1,1,1,0,0,0,0
1670533200,17205,17210,17175,17185,17190,17021.183284249935,1,1,1,0,0,0,0
1670540400,17200,17260,17200,17245,17190,,1,1,1,0,0,0,0
1670544000,17245,17245,17205,17205,17240,,1,1,1,0,0,0,0
1670547600,17220,17300,17200,17230,17230,,1,-1,0,0,0,0,0
1670551200,17235,17250,17215,17215,17230,17085.788856166622,1,-1,0,0,0,0,0
1670554800,17230,17245,17205,17205,17230,,1,-1,0,0,0,0,0
1670558400,17210,17225,17185,17205,17210,,1,-1,0,0,0,0,0
1670562000,17210,17210,17210,17210,17210,,1,-1,0,0,0,0,0
1670565600,17210,17225,17200,17210,17210,17127.19257077775,1,-1,0,0,0,0,0
1670569200,17230,17235,17220,17220,17230,,1,1,1,0,0,0,0
1670572800,17210,17215,17185,17185,17215,,1,-1,0,0,0,0,0
1670576400,17185,17195,17185,17195,17195,,1,-1,0,0,0,0,0
1670580000,17225,17230,17205,17210,17205,17154.795047185165,1,1,1,1,0,0,0
1670583600,17205,17245,17200,17235,17210,,1,1,1,0,0,0,0
1670587200,17245,17340,17190,17260,17225,,1,1,1,0,0,0,0
1670590800,17260,17275,17050,17115,17225,,-1,1,0,0,0,0,0
1670594400,17110,17140,17040,17125,17125,17144.86336479011,-1,-1,-1,0,0,0,0
1670598000,17140,17190,17110,17185,17125,,1,-1,0,0,0,0,0
1670601600,17185,17200,17160,17165,17160,,1,1,1,0,0,0,0
1670605200,17155,17165,17140,17150,17165,,-1,-1,-1,0,0,0,0
1670608800,17140,17140,17090,17120,17165,17136.575576526742,-1,-1,-1,0,0,0,0
1670612400,17125,17125,17085,17100,17130,,-1,-1,-1,0,0,0,0
1670616000,17100,17110,17035,17035,17130,,-1,-1,-1,0,0,0,0
1670619600,17040,17100,17015,17095,17060,17122.71705101783,-1,-1,-1,0,0,0,0
1670799600,17110,17210,17015,17015,17060,,-1,-1,-1,0,0,0,0
1670803200,17010,17010,16860,16875,17010,,-1,-1,-1,0,0,0,0
1670806800,16855,16890,16840,16875,16885,,-1,-1,-1,0,0,0,0
1670810400,16875,16900,16825,16825,16885,17023.478034011885,-1,-1,-1,0,0,0,0
1670814000,16840,16865,16830,16865,16855,,-1,-1,-1,0,0,0,0
1670817600,16855,16880,16855,16870,16855,,-1,-1,-1,0,0,0,0
1670821200,16880,16900,16870,16895,16855,,-1,-1,-1,0,0,0,0
1670824800,16880,16885,16875,16885,16885,16977.318689341257,-1,1,0,0,0,0,0
1670828400,16890,16895,16860,16880,16885,,-1,1,0,0,0,0,0
1670832000,16850,16865,16850,16865,16880,,-1,-1,-1,0,0,0,0
1670835600,16900,16930,16900,16920,16880,,-1,-1,-1,0,0,0,0
1670839200,16915,16960,16915,16950,16915,16968.212459560837,-1,1,0,0,0,0,0
1670842800,16945,16955,16945,16955,16950,,-1,1,0,0,0,0,0
1670846400,16950,16965,16880,16925,16950,,-1,1,0,0,0,0,0
1670850000,16925,16980,16915,16970,16925,,-1,-1,-1,0,0,0,0
1670853600,16950,17035,16950,17020,16950,16985.474973040557,1,1,1,0,0,0,0
1670857200,17030,17050,16985,16990,17020,,1,1,1,0,0,0,0
1670860800,16995,17010,16970,16975,17010,,1,-1,0,0,0,0,0
1670864400,16990,16995,16960,16990,17010,,1,-1,0,0,0,0,0
1670868000,16985,17010,16975,16995,17010,16988.649982027036,1,-1,0,0,0,0,0
1670871600,17015,17035,17000,17030,17000,,1,1,1,0,0,0,0
1670875200,17045,17140,17040,17125,17040,,1,1,1,0,0,0,0
1670878800,17130,17230,17125,17165,17125,17047.433321351356,1,1,1,0,0,0,0
1670886000,17135,17245,17135,17190,17150,,1,1,1,0,0,0,0
1670889600,17195,17195,17100,17110,17150,,1,1,1,0,0,0,0
1670893200,17115,17145,17115,17115,17145,,1,-1,0,0,0,0,0
1670896800,17120,17125,17105,17120,17145,17071.622214234238,1,-1,0,0,0,0,0
1670900400,17125,17125,17115,17115,17145,,1,-1,0,0,0,0,0
1670904000,17125,17145,17125,17145,17145,,1,-1,0,0,0,0,0
1670907600,17150,17175,17150,17160,17150,,1,1,1,1,0,0,0
1670911200,17155,17185,17110,17110,17150,17084.41480948949,1,1,1,0,0,0,0
1670914800,17105,17140,17065,17125,17105,,1,-1,0,0,0,0,0
1670918400,17135,17160,17130,17135,17130,,1,1,1,0,0,0,0
1670922000,17125,17995,17125,17565,17130,,1,1,1,1,0,0,0
1670925600,17560,17610,17355,17405,17355,17191.276539659662,1,1,1,0,0,0,0
1670929200,17410,17465,17410,17440,17355,,1,1,1,1,0,0,0
1670932800,17455,17505,17410,17435,17355,,1,1,1,0,0,0,0
1670936400,17430,18155,17415,17935,17355,,1,1,1,0,0,0,0
1670940000,17945,17985,17850,17885,17930,17422.51769310644,1,1,1,0,0,0,0
1670943600,17900,17910,17710,17715,17910,,1,-1,0,0,0,0,0
1670947200,17735,17830,17700,17725,17780,,1,-1,0,0,0,0,0
1670950800,17740,17775,17595,17620,17780,,1,-1,0,0,0,0,0
1670954400,17615,17735,17600,17705,17780,17516.678462070962,1,-1,0,0,0,0,0
1670958000,17720,17790,17705,17750,17780,,1,-1,0,0,0,0,0
1670961600,17740,17785,17715,17720,17780,,1,-1,0,0,0,0,0
1670965200,17735,17790,17735,17760,17780,17597.78564138064,1,-1,0,0,0,0,0
1670972400,17750,17805,17740,17775,17780,,1,-1,0,0,0,0,0
1670976000,17750,17810,17740,17810,17780,,1,-1,0,0,0,0,0
1670979600,17810,17810,17770,17770,17780,,1,-1,0,0,0,0,0
1670983200,17765,17800,17745,17775,17770,17656.85709425376,1,-1,0,0,0,0,0
1670986800,17775,17820,17775,17790,17775,,1,1,1,0,0,0,0
1670990400,17775,17775,17740,17750,17775,,1,1,1,0,0,0,0
1670994000,17765,17780,17725,17750,17755,,1,-1,0,0,0,0,0
1670997600,17775,17775,17760,17770,17755,17694.571396169173,1,-1,0,0,0,0,0
1671001200,17790,17795,17770,17795,17785,,1,1,1,0,0,0,0
1671004800,17785,17820,17785,17810,17785,,1,1,1,0,0,0,0
1671008400,17820,17820,17775,17790,17800,,1,1,1,0,0,0,0
1671012000,17795,17810,17790,17805,17790,17731.380930779447,1,-1,0,0,0,0,0
1671015600,17810,17835,17780,17790,17790,,1,-1,0,0,0,0,0
1671019200,17790,17895,17785,17890,17790,,1,-1,0,0,0,0,0
1671022800,17895,17930,17840,17875,17830,,1,1,1,0,0,0,0
1671026400,17875,18115,17870,18090,17830,17850.92062051963,1,1,1,0,0,0,0
1671030000,18105,18145,18050,18085,18050,,1,1,1,0,0,0,0
1671033600,18100,18185,18090,18115,18050,,1,1,1,0,0,0,0
1671037200,18115,18190,18095,18110,18050,,1,1,1,0,0,0,0
1671040800,18115,18435,17955,18250,18050,17983.94708034642,1,1,1,0,0,0,0
1671044400,18170,18320,17730,17785,18050,,-1,1,0,0,0,0,0
1671048000,17790,17980,17675,17780,17900,,-1,-1,-1,0,0,0,0
1671051600,17775,17870,17775,17850,17900,17939.298053564282,-1,-1,-1,0,0,0,0
1671058800,17850,17870,17810,17830,17900,,-1,-1,-1,0,0,0,0
1671062400,17835,17865,17825,17825,17900,,-1,-1,-1,0,0,0,0
1671066000,17810,17825,17620,17620,17900,,-1,-1,-1,0,0,0,0
1671069600,17645,17735,17610,17730,17685,17869.532035709522,-1,-1,-1,0,0,0,0
1671073200,17730,17775,17730,17740,17730,,-1,1,0,0,0,0,0
1671076800,17730,17730,17700,17720,17740,,-1,1,0,0,0,0,0
1671080400,17740,17740,17740,17740,17720,,-1,-1,-1,0,0,0,0
1671084000,17740,17755,17725,17725,17735,17821.354690473014,-1,1,0,0,0,0,0
1671087600,17720,17740,17695,17705,17725,,-1,-1,-1,0,0,0,0
1671091200,17715,17725,17620,17635,17725,,-1,-1,-1,0,1,0,0
1671094800,17625,17690,17600,17690,17680,,-1,-1,-1,0,0,0,1
1671098400,17690,17690,17655,17660,17680,17767.569793648676,-1,-1,-1,0,1,0,0
1671102000,17655,17720,17645,17705,17680,,-1,-1,-1,0,0,0,0
1671105600,17695,17695,17655,17680,17680,,-1,1,0,0,0,0,0
1671109200,17675,17675,17430,17480,17675,,-1,-1,-1,0,0,0,0
1671112800,17455,17545,17380,17415,17560,17650.046529099116,-1,-1,-1,0,0,0,0
1671116400,17410,17455,17360,17415,17560,,-1,-1,-1,0,0,0,0
1671120000,17405,17425,17330,17375,17560,,-1,-1,-1,0,0,0,0
1671123600,17385,17410,17350,17360,17560,,-1,-1,-1,0,0,0,0
1671127200,17360,17380,17300,17355,17560,17551.697686066076,-1,-1,-1,0,0,0,0
1671130800,17375,17450,17370,17420,17560,,-1,-1,-1,0,0,0,0
1671134400,17440,17455,17380,17395,17560,,-1,-1,-1,0,0,0,0
1671138000,17410,17415,17330,17400,17415,17501.13179071072,-1,-1,-1,0,0,0,0
1671145200,17275,17340,17255,17310,17340,,-1,-1,-1,0,0,0,0
1671148800,17345,17405,17345,17405,17345,,-1,1,0,0,0,0,0
1671152400,17395,17395,17365,17365,17380,,-1,1,0,0,0,0,0
1671156000,17385,17420,17385,17420,17380,17474.087860473814,-1,1,0,0,0,0,0
1671159600,17415,17420,17405,17420,17410,,-1,1,0,0,0,0,0
1671163200,17415,17415,17395,17395,17410,,-1,1,0,0,0,0,0
1671166800,17385,17390,17375,17375,17390,,-1,-1,-1,0,1,0,0
1671170400,17395,17430,17390,17430,17375,17459.391906982542,-1,-1,-1,0,1,0,0
1671174000,17435,17515,17430,17490,17430,,1,1,1,0,0,0,1
1671177600,17500,17500,17180,17180,17445,,-1,1,0,0,0,0,0
1671181200,17180,17180,16955,16995,17180,,-1,-1,-1,0,0,0,0
1671184800,16985,16990,16875,16945,16995,17287.927937988363,-1,-1,-1,0,1,0,0
1671188400,16935,16990,16935,16970,16995,,-1,-1,-1,0,0,0,0
1671192000,16950,16980,16940,16970,16995,,-1,-1,-1,0,0,0,0
1671195600,16965,16965,16870,16895,16995,,-1,-1,-1,0,0,0,0
1671199200,16900,17060,16875,17015,16995,17196.95195865891,-1,-1,-1,0,0,0,0
1671202800,17005,17010,16885,16930,16990,,-1,1,0,0,0,0,0
1671206400,16935,16935,16685,16730,16950,,-1,-1,-1,0,0,0,0
1671210000,16755,16775,16690,16710,16775,,-1,-1,-1,0,0,0,0
1671213600,16710,16745,16685,16700,16775,17031.301305772606,-1,-1,-1,0,0,0,0
1671217200,16720,16775,16705,16770,16775,,-1,-1,-1,0,0,0,0
1671220800,16760,16845,16750,16765,16750,,-1,1,0,0,0,0,0
1671224400,16785,16805,16705,16740,16750,16934.20087051507,-1,1,0,0,0,0,0
1671404400,16870,16870,16370,16655,16750,,-1,1,0,0,0,0,0
1671408000,16680,16730,16660,16690,16750,,-1,1,0,0,0,0,0
1671411600,16695,16735,16680,16720,16750,,-1,1,0,0,0,0,0
1671415200,16720,16725,16655,16655,16750,16841.133913676713,-1,1,0,0,0,0,0
1671418800,16645,16645,16570,16610,16645,,-1,-1,-1,0,0,0,0
1671422400,16610,16655,16610,16650,16625,,-1,-1,-1,0,0,0,0
1671426000,16650,16655,16630,16650,16640,,-1,1,0,0,0,0,0
1671429600,16655,16690,16645,16685,16640,16789.089275784474,-1,1,0,0,0,0,0
1671433200,16685,16685,16645,16645,16670,,-1,1,0,0,0,0,0
1671436800,16665,16700,16650,16700,16670,,-1,1,0,0,0,0,0
1671440400,16700,16700,16685,16685,16685,,-1,1,0,0,0,0,0
1671444000,16705,16720,16690,16710,16685,16762.726183856317,-1,1,0,0,0,0,0
1671447600,16710,16710,16675,16685,16705,,-1,1,0,0,0,0,0
1671451200,16680,16705,16665,16700,16685,,-1,-1,-1,0,0,0,0
1671454800,16705,16705,16650,16650,16685,,-1,-1,-1,0,0,0,0
